HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premise,Input.hypothesis,Input.cid,Input.hid,Answer.correct,Answer.incorrect,Answer.maybe,Answer.problems,Approve,Reject
3MGHRFQY2MRNZ50O4TTYJC80U5O0Y9,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:24 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:24 PDT 2020,,,3CPLWGV3MP1E5KIHNP8HJR77PNB9N2,A1SX8IVV82M0LW,Approved,Fri Apr 17 19:01:00 PDT 2020,Fri Apr 17 22:23:54 PDT 2020,Sat Apr 18 22:23:54 PDT 2020,Sat Apr 18 22:24:44 PDT 2020,,,12174,100% (1369/1369),100% (130/130),100% (130/130),"Schylling Associates, of Rowley, Massachusetts, meanwhile told the Tribune it had replaced the tainted wooden knobs on the tops with plastic five years ago but had never issued a recall on already-sold toys.","Tieleman, whose label has put out vinyl editions of CD releases by country-noir singer Neko Case, stopped making compact discs five years ago to focus on LPs.",AFP_ENG_20070809.0173_6_0,LTW_ENG_20090214.0035_4_0,Schylling Associates never issued a recall on toys already in circulation.,Schylling Associates pulled all the toys from circulation.,The Tribune pressured the company to replace tainted wooden knobs.,{},,
3MJ28H2Y1FAA0YINVCQCYG6PX3ZO56,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:24 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:24 PDT 2020,,,34Z02EIMITFU43ZOKPB0ZFC6B080TL,AYJGQBBK6KXZ7,Approved,Fri Apr 17 14:00:29 PDT 2020,Fri Apr 17 16:02:38 PDT 2020,Sat Apr 18 16:02:38 PDT 2020,Sat Apr 18 16:02:44 PDT 2020,,,7329,100% (50/50),100% (50/50),100% (50/50),"In addition, businesses in the zone will receive some tax incentives, chief among them a tax credit of up to 20 percent of the first $15,000 earned by any worker who lives in the zone.","In addition, the informer told them the cartel placed $1 million in certificates of deposit in Bilonick's safety deposit box in Panama.",NYT_ENG_19941220.0399_5_0,LTW_ENG_19951103.0091_2_1,"The businesses in the zone get tax incentives, including credits for the workers living in the zone.","The government decided to raise taxes significantly, putting a burden on both businesses and workers in the zone.",The government took a vote and decided to offer tax incentives for businesses and employees in a designated zone.,{},,
3MQKOF1EE3QD9K6I14Z5DM73DMWWDY,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:25 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:25 PDT 2020,,,3MHW492WW1F6K9AKEPYDYU74BM0VME,A1SX8IVV82M0LW,Approved,Fri Apr 17 09:05:22 PDT 2020,Fri Apr 17 09:12:20 PDT 2020,Sat Apr 18 09:12:20 PDT 2020,Sat Apr 18 09:12:44 PDT 2020,,,418,100% (1369/1369),100% (130/130),100% (130/130),"The bodies of 20 tribesmen killed in the attack were lined in a field near the madrassa before an impromptu burial attended by thousands of locals, according to an Associated Press reporter at the scene.",The cemetery already holds the bodies of some of the 50 miners killed in a May 1999 explosion at Zasiadko.,APW_ENG_20061030.0320_2_0,APW_ENG_20010820.0604_5_1,Bodies of tribesmen were lined up in a field for a burial attended by thousands of locals.,The bodies were burned before the burial.,The tribesmen were killed by the police.,{},,
3MWOYZD5WWQEQNOTZCMYSX6BOOZONW,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:32 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:32 PDT 2020,,,34Q075JO1YFTVJNFI6RQT9TBJHH10D,A3EUGO4VR2N4G1,Approved,Fri Apr 17 14:00:43 PDT 2020,Fri Apr 17 18:16:39 PDT 2020,Sat Apr 18 18:16:39 PDT 2020,Sat Apr 18 18:16:44 PDT 2020,,,15356,100% (97/97),100% (97/97),100% (46/46),"That is the second-highest amount ever, behind the record $115.3 billion in exports logged in 2008, when commodity prices soared as the global demand for agricultural products was helped by fast-growing economies in the developing world.","""Despite the setback to exports caused by the global economic crisis, the ratio of debt service to exports remained stable or against fall in most developing regions in 2008,"" the report said.",NYT_ENG_20100831.0115_1_1,XIN_ENG_20100623.0190_12_0,The growing demand of developing economies caused commodity prices to soar.,The record number of exports occurred in 2000.,The commodity prices were further expected to increase in the future due to more growth in the developing world.,{},,
3MZ3TAMYTMPP9Z5IUOQAHKFZDCPRIS,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:32 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:32 PDT 2020,,,3IX2EGZR7CLOQUNI28GBH5QKMMSJR5,A6KB4VHCZYTY2,Approved,Fri Apr 17 08:59:35 PDT 2020,Fri Apr 17 11:11:22 PDT 2020,Sat Apr 18 11:11:22 PDT 2020,Sat Apr 18 11:11:44 PDT 2020,,,7907,100% (7/7),100% (7/7),100% (6/6),I'm sure he'll have opportunities.,"He'll have opportunities, I'm sure.",APW_ENG_20060714.1031_2_1,NYT_ENG_20021204.0042_27_2,He will have opportunities throughout his life.,He will not have many opportunities throughout his life.,He could have some very lucrative opportunities throughout his life if he plays his cards right.,{},,
3N7PQ0KLI6RLASIUNFZNE7ERF533ES,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:24 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:24 PDT 2020,,,3ZY8KE4ISK5X5O8C6I5UF3R9LPLVQT,A1SX8IVV82M0LW,Approved,Fri Apr 17 14:00:30 PDT 2020,Fri Apr 17 14:11:51 PDT 2020,Sat Apr 18 14:11:51 PDT 2020,Sat Apr 18 14:12:44 PDT 2020,,,681,100% (1369/1369),100% (130/130),100% (130/130),"Analysts said they believed the government will reach a compromise with the other members of his coalition government, but that there was no short-term solution to Israel's economic malaise -- save possibly for a sudden peace deal with the Palestinians.",Economists said there was no short-term solution to Israel's economic malaise -- save for a sudden peace deal with the Palestinians.,AFP_ENG_20020521.0361_3_0,AFP_ENG_20020424.0322_13_0,Israel should make a peace deal with the Palestinians for a short-term solution to its economic downfall.,Israel is working on a peace deal with the Palestinians.,Israel is being pressured to make a peace deal with the Palestinians.,{},,
3N7PQ0KLI6RLASIUNFZNE7ERF53E33,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:37 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:37 PDT 2020,,,3IXEICO793LPIEL3MERH8GMXO4R6TR,A3EUGO4VR2N4G1,Approved,Fri Apr 17 19:34:47 PDT 2020,Fri Apr 17 22:38:50 PDT 2020,Sat Apr 18 22:38:50 PDT 2020,Sat Apr 18 22:39:44 PDT 2020,,,11043,100% (97/97),100% (97/97),100% (46/46),Amir faces a maximum sentence of life in prison.,Patel faces a maximum sentence of life in prison.,LTW_ENG_19951106.0125_6_2,APW_ENG_20080722.0380_4_0,"If Amir gets the maximum sentence, he will never be a free man ever again.",Amir is going to be executed by the firing squad.,Amir would be eligible for parole after 20 years.,{},,
3NBFJK3IOIK8GV77C8932DXENCDOGO,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:30 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:30 PDT 2020,,,3A1PQ49WVIJ46JTBGEYBZ1SS5WUH12,A2IP3ZAFYGV8M9,Approved,Fri Apr 17 11:45:59 PDT 2020,Fri Apr 17 13:28:33 PDT 2020,Sat Apr 18 13:28:33 PDT 2020,Sat Apr 18 13:28:44 PDT 2020,,,6154,100% (1/1),100% (1/1),100% (1/1),"Rohrabacher said that Taiwan, which has made more contributions to WHO efforts than China has, deserves fairer treatment, adding that he will relentlessly work to help Taiwan gain entry into the WHO as a full member.",He adding that Yunus' efforts have been a great inspiration to people in Taiwan.,CNA_ENG_20070425.0014_5_0,CNA_ENG_20070421.0014_3_1,"Taiwan has made more contributions to the WHO than China has, despite not being a full member.",Rohrabacher has said that he intends to remove Taiwan as a member of the WHO due to their low contributions when compared to countries like China.,Taiwan will be made a full member of the WHO thanks to their extensive contributions to the organization.,{},,
3NC6WP7WJIMCIQ69IZ4V5AWOK22WW7,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:35 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:35 PDT 2020,,,3RANCT1ZVGJAO3HNIAYZOSURLGNUBZ,A1SX8IVV82M0LW,Approved,Fri Apr 17 09:00:55 PDT 2020,Fri Apr 17 11:49:21 PDT 2020,Sat Apr 18 11:49:21 PDT 2020,Sat Apr 18 11:49:44 PDT 2020,,,10106,100% (1369/1369),100% (130/130),100% (130/130),"The trouble is that the labyrinthine federal, state, local, military and religious regulations, decrees, laws, proclamations and edicts have made it almost impossible for anyone to sell anything, because no one can agree on who owns what.","""The documents cannot be sold or stolen anymore because no one  else can use them,"" Mocny told reporters while unveiling his plan.",WPB_ENG_20101012.0003_11_4,AFP_ENG_20060727.0567_7_0,It is almost impossible for anyone to sell.,People can continue selling like normal.,It is unknown who owns what.,{},,
3NI0WFPPIAILGLQIYAY60LO7VVV60F,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:27 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:27 PDT 2020,,,3NVC2EB65R1M2HXFDIGI9U2STCLY3A,A320QA9HJFUOZO,Approved,Fri Apr 17 08:59:28 PDT 2020,Fri Apr 17 13:10:04 PDT 2020,Sat Apr 18 13:10:04 PDT 2020,Sat Apr 18 13:10:44 PDT 2020,,,15036,100% (4/4),100% (4/4),100% (4/4),There are 6.7 billion people in the world today.,There are 880 million illiterates in the world today.,APW_ENG_20080619.1309_1_0,XIN_ENG_19990908.0055_5_0,There are more than 5 billion people living in the world today.,There are fewer than 4 billion people alive on Earth today.,There will be over 7 billion people in the world by 2023.,{},,
3NKW03WTLN97YTAN6Q5PDLE2W1LWQ3,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:31 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:31 PDT 2020,,,37UQDCYH6YXNZ63XAJWOFCAEGX8V76,A171S8E9IFSHH2,Approved,Fri Apr 17 09:18:39 PDT 2020,Fri Apr 17 10:04:23 PDT 2020,Sat Apr 18 10:04:23 PDT 2020,Sat Apr 18 10:04:44 PDT 2020,,,2744,100% (22/22),100% (22/22),100% (21/21),"Ho Mei-hsiang, a researcher at Academia Sinica, the highest research institute in Taiwan, noted that Taiwan lacks access to international coordination involving communicable disease and health, asking who would help in the event a major epidemic were to break out here.","After her return to Taiwan to work at Academia Sinica as a researcher, she studied calculus because she wanted to conduct a joint economic history research program with respected economist Fei Ching-han, who died in 1996.",CNA_ENG_19980430.0010_8_0,CNA_ENG_20030925.0016_10_2,"A researcher at the highest research institute in Taiwan, Ho Mei-hsiang, wanted to know who would help if there were a major epidemic here.","A researcher at the worst research institute in Taiwan, Ho Mei-hsiang, wanted to know if there would be help if there were a major epidemic here.","A researcher at the highest research institute in Taiwan, Ho Mei-hsiang, wanted to know if there would be help if there were a major epidemic here.",{},,
3NZ1E5QA603QH4TER7LQSW6QQ4HB5Q,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:35 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:35 PDT 2020,,,3M68NM076I9C2Z8BIPMM81LF0G96RN,A1SX8IVV82M0LW,Approved,Fri Apr 17 13:59:54 PDT 2020,Fri Apr 17 14:04:06 PDT 2020,Sat Apr 18 14:04:06 PDT 2020,Sat Apr 18 14:04:44 PDT 2020,,,252,100% (1369/1369),100% (130/130),100% (130/130),"Medical checkup points have been set up at the country's international airport at Entebbe, 40 km south of Kampala, and other border entry points, screening all people traveling into the country as a mechanism to stop a possible spread of the virus.","The flying school, located at Soroti, about 300 kilometers east of Uganda's capital of Kampala, was initially set up in 1971 to train pilots and aircraft maintenance engineers for the entire Anglophone east African region.",XIN_ENG_20090702.0189_6_0,XIN_ENG_19970120.0160_3_0,Checkup points have been made in the international airport for screening of the virus.,The virus has spread to all of the checkup points.,Ebola has been instrumental in the creation of checkup points in the international airport.,{},,
3O0M2G5VC74PXSAHFIOKWY5M28J494,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:37 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:37 PDT 2020,,,36U2A8VAG21SYF5MYO8HQGJU4ZHYKX,AYJGQBBK6KXZ7,Approved,Fri Apr 17 12:09:23 PDT 2020,Fri Apr 17 14:14:35 PDT 2020,Sat Apr 18 14:14:35 PDT 2020,Sat Apr 18 14:14:44 PDT 2020,,,7512,100% (50/50),100% (50/50),100% (50/50),"Marubeni said it will hold a 80 percent stake of the venture, which will have a capital of 288 million yen (2.6 million dollars), with Hitachi holding the balance.","Hitachi will directly hold a 75 percent stake in the subsidiary, which has capital of eight million pounds, with its European holding-company unit taking up the balance, it said.",AFP_ENG_19960925.0805_4_0,AFP_ENG_19970507.0059_2_0,"With a capital of 288 million yen, Marubeni reports that an 80 percent stake of the venture will be held.",The venture is in the decline with a debt of 288 million yen and Hitachi is going bankrupt.,"Due to angel investors, the venture has a capital of 288 million yen as Hitachi holds the balance.",{},,
3O4VWC1GEX8TL84M1GAEBNRJKDZ3JD,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:26 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:26 PDT 2020,,,3ZGVPD4G6UJR6O5EOJOS5EFST7QTZ5,AYJGQBBK6KXZ7,Approved,Fri Apr 17 13:55:55 PDT 2020,Fri Apr 17 15:32:24 PDT 2020,Sat Apr 18 15:32:24 PDT 2020,Sat Apr 18 15:32:44 PDT 2020,,,5789,100% (50/50),100% (50/50),100% (50/50),Legislative Yuan President Wang Jin-pyng said Wednesday he will preside over a meeting of legislative whips of ruling and opposition political parties Thursday to discuss whether to arrange for President Chen Shui-bian to deliver a state-of-the-nation report on the legislative floor.,"Legislative Yuan President Wang Jin-pyng held three consultations with the legislators Wednesday, to no avail.",CNA_ENG_20040929.0038_0_0,CNA_ENG_20030924.0017_7_0,Wang Jin-pyng is going to lead a meeting of the political parties to decide whether the President should do a state-of-the-nation address.,All political parties agree that a speech by the president would be wonderful so there's no debate necessary.,"Not all politicians are convinced a speech by the president would be positive, so Wang Jin-pyng is going to lead a discussion over it.",{},,
3OB6JN3A9RRB5IV9F3O29DMGUL9RM8,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:34 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:34 PDT 2020,,,3YMU66OBIOA1AYJEYXJE6OWY7LGHG5,A2M1CVZZJAN4T4,Approved,Fri Apr 17 09:16:26 PDT 2020,Fri Apr 17 12:16:10 PDT 2020,Sat Apr 18 12:16:10 PDT 2020,Sat Apr 18 12:16:44 PDT 2020,,,10784,100% (351/351),100% (56/56),100% (56/56),"Declaring a ``principled opposition to the ideology of fundamentalist Islam'' would prove a monumental mistake for the United States, creating a new Cold War mentality and setting the stage for a new polarization of the international system.",One of America's leading Cold War historians called Friday for historians dealing with a mass of new documents to bring morality back into the history of the period.,LTW_ENG_19940829.0084_0_2,AFP_ENG_19950707.0045_0_0,"A new polarization of the international system can be set if the United States declare a ""principled opposition to the ideology of fundamentalist Islam"".","There would be no international consequences if the United States declare a ""principled opposition to the ideology of fundamentalist Islam"".","Although deemed a monumental mistake for the United States, the declaration of a ""principled opposition to the ideology of fundamentalist Islam"" is unavoidable.",{},,
